OBJECTNUMMER;Boomsoort;Wetenschappelijke_naam;Plantjaar;Stamomtrek;Stamdiameter;Beschermwaarde;Toelichting;Referentienummer_stadsdeel;Volgnummer;Groep;SELECTIE_CAT;Foto;Vastgesteld;Achtergrond;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
2191;"Plataan";"Platanus xhispanica";1970;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"105140";"NW111";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.828685,52.3531195)";"POINT(52.3531195,4.828685)";4.828685;52.3531195;
2192;"Plataan";"Platanus xhispanica";1970;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"105141";"NW112";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8284042,52.3532073)";"POINT(52.3532073,4.8284042)";4.8284042;52.3532073;
2193;"Linde";"Tilia tomentosa";1996;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"152449";"NW113";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8172939,52.3535391)";"POINT(52.3535391,4.8172939)";4.8172939;52.3535391;
2194;"Vleugelnoot";"Pterocarya fraxinifolia";1976;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"152541";"NW114";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8187258,52.3537642)";"POINT(52.3537642,4.8187258)";4.8187258;52.3537642;
2195;"Vleugelnoot";"Pterocarya fraxinifolia";1976;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"152675";"NW115";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8174488,52.3544966)";"POINT(52.3544966,4.8174488)";4.8174488;52.3544966;
2196;"Iep";"Ulmus hollandica `Vegeta`";1967;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"181371";"NW119";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8022602,52.3515326)";"POINT(52.3515326,4.8022602)";4.8022602;52.3515326;
2197;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"186207";"NW120";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.785608,52.3622939)";"POINT(52.3622939,4.785608)";4.785608;52.3622939;
2198;"Vleugelnoot";"Pterocarya fraxinifolia";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"186360";"NW121";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.790736,52.3620574)";"POINT(52.3620574,4.790736)";4.790736;52.3620574;
2199;"Plataan";"Platanus xhispanica";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"186993";"NW122";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.7984068,52.3635832)";"POINT(52.3635832,4.7984068)";4.7984068;52.3635832;
2200;"Plataan";"Platanus xhispanica";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"186994";"NW123";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.7985761,52.3636176)";"POINT(52.3636176,4.7985761)";4.7985761;52.3636176;
2201;"Plataan";"Platanus xhispanica";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"187042";"NW126";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.7997649,52.3638579)";"POINT(52.3638579,4.7997649)";4.7997649;52.3638579;
2202;"Plataan";"Platanus xhispanica";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"187043";"NW127";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.7999289,52.3638884)";"POINT(52.3638884,4.7999289)";4.7999289;52.3638884;
2203;"Plataan";"Platanus xhispanica";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"187045";"NW129";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8002651,52.3639609)";"POINT(52.3639609,4.8002651)";4.8002651;52.3639609;
2204;"Vleugelnoot";"Pterocarya fraxinifolia";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188217";"NW130";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.796541,52.3618247)";"POINT(52.3618247,4.796541)";4.796541;52.3618247;
2205;"Vleugelnoot";"Pterocarya fraxinifolia";1982;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188877";"NW131";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8018382,52.3629309)";"POINT(52.3629309,4.8018382)";4.8018382;52.3629309;
2206;"Vleugelnoot";"Pterocarya fraxinifolia";1982;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188879";"NW132";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.801748,52.3631789)";"POINT(52.3631789,4.801748)";4.801748;52.3631789;
2207;"Vleugelnoot";"Pterocarya fraxinifolia";1982;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188885";"NW133";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8020389,52.3632552)";"POINT(52.3632552,4.8020389)";4.8020389;52.3632552;
2208;"Vleugelnoot";"Pterocarya fraxinifolia";1982;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188886";"NW134";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.802326,52.36332)";"POINT(52.36332,4.802326)";4.802326;52.36332;
2209;"Vleugelnoot";"Pterocarya fraxinifolia";1982;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188887";"NW135";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8023779,52.3631522)";"POINT(52.3631522,4.8023779)";4.8023779;52.3631522;
2210;"Vleugelnoot";"Pterocarya fraxinifolia";1982;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"188888";"NW136";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8024881,52.3630492)";"POINT(52.3630492,4.8024881)";4.8024881;52.3630492;
2211;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"189312";"NW137";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.808707,52.3642241)";"POINT(52.3642241,4.808707)";4.808707;52.3642241;
2212;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"189365";"NW138";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.808985,52.3637854)";"POINT(52.3637854,4.808985)";4.808985;52.3637854;
2213;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"189366";"NW139";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8090742,52.3636672)";"POINT(52.3636672,4.8090742)";4.8090742;52.3636672;
2214;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190836";"NW140";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.809211,52.3634535)";"POINT(52.3634535,4.809211)";4.809211;52.3634535;
2215;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190837";"NW141";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8094251,52.3633277)";"POINT(52.3633277,4.8094251)";4.8094251;52.3633277;
2216;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190849";"NW142";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8100321,52.3628966)";"POINT(52.3628966,4.8100321)";4.8100321;52.3628966;
2217;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190850";"NW143";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8099549,52.3630339)";"POINT(52.3630339,4.8099549)";4.8099549;52.3630339;
2218;"Iep";"Ulmus hollandica `Vegeta`";1972;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190890";"NW144";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8101709,52.3624465)";"POINT(52.3624465,4.8101709)";4.8101709;52.3624465;
2219;"Iep";"Ulmus carpinifolia";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190960";"NW145";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8076522,52.3622328)";"POINT(52.3622328,4.8076522)";4.8076522;52.3622328;
2220;"Iep";"Ulmus carpinifolia";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190961";"NW146";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8077228,52.3620993)";"POINT(52.3620993,4.8077228)";4.8077228;52.3620993;
2221;"Veldesdoorn";"Acer campestre";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"190993";"NW147";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8091571,52.362107)";"POINT(52.362107,4.8091571)";4.8091571;52.362107;
2222;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191605";"NW148";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8074911,52.3612219)";"POINT(52.3612219,4.8074911)";4.8074911;52.3612219;
2223;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191624";"NW149";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8083379,52.3614127)";"POINT(52.3614127,4.8083379)";4.8083379;52.3614127;
2224;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191625";"NW150";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8089478,52.3612868)";"POINT(52.3612868,4.8089478)";4.8089478;52.3612868;
2225;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191632";"NW151";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8098681,52.3613059)";"POINT(52.3613059,4.8098681)";4.8098681;52.3613059;
2226;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191633";"NW152";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8101709,52.3613593)";"POINT(52.3613593,4.8101709)";4.8101709;52.3613593;
2227;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191638";"NW153";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8107159,52.3616644)";"POINT(52.3616644,4.8107159)";4.8107159;52.3616644;
2228;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191641";"NW154";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8090622,52.3614928)";"POINT(52.3614928,4.8090622)";4.8090622;52.3614928;
2229;"Iep";"Ulmus hollandica `Vegeta`";1977;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"191643";"NW155";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.809344,52.3615119)";"POINT(52.3615119,4.809344)";4.809344;52.3615119;
2230;"Vleugelnoot";"Pterocarya fraxinifolia";2010;"";"> 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"218891";"NW156";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.80674,52.365296)";"POINT(52.365296,4.80674)";4.80674;52.365296;
2231;"Linde";"Tilia tomentosa";1984;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"224252";"NW157";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8025629,52.3535964)";"POINT(52.3535964,4.8025629)";4.8025629;52.3535964;
2232;"Els";"Alnus cordata";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"258047";"NW158";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8155529,52.3744628)";"POINT(52.3744628,4.8155529)";4.8155529;52.3744628;
2233;"Es";"Fraxinus excelsior";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"258276";"NW159";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8142579,52.3724906)";"POINT(52.3724906,4.8142579)";4.8142579;52.3724906;
2234;"Es";"Fraxinus excelsior";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"258277";"NW160";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8147609,52.3724257)";"POINT(52.3724257,4.8147609)";4.8147609;52.3724257;
2235;"Es";"Fraxinus excelsior";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"258415";"NW161";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8103182,52.3723342)";"POINT(52.3723342,4.8103182)";4.8103182;52.3723342;
2236;"Es";"Fraxinus excelsior";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"258492";"NW162";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.812341,52.3720786)";"POINT(52.3720786,4.812341)";4.812341;52.3720786;
2237;"Vleugelnoot";"Pterocarya fraxinifolia";1966;"";"> 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273356";"NW163";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8145811,52.3662306)";"POINT(52.3662306,4.8145811)";4.8145811;52.3662306;
2238;"Vleugelnoot";"Pterocarya fraxinifolia";1966;"";"> 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273357";"NW164";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8146598,52.3660437)";"POINT(52.3660437,4.8146598)";4.8146598;52.3660437;
2239;"Linde";"Tilia europaea";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273369";"NW165";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.809787,52.3653761)";"POINT(52.3653761,4.809787)";4.809787;52.3653761;
2240;"Linde";"Tilia europaea";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273370";"NW166";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.80985,52.3652732)";"POINT(52.3652732,4.80985)";4.80985;52.3652732;
2241;"Linde";"Tilia europaea";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273371";"NW167";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8096392,52.3653494)";"POINT(52.3653494,4.8096392)";4.8096392;52.3653494;
2242;"Plataan";"Platanus xhispanica";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273548";"NW168";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.799823,52.3786666)";"POINT(52.3786666,4.799823)";4.799823;52.3786666;
2243;"Wilg";"Salix alba";1966;"";"> 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"273549";"NW169";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.7998259,52.3782088)";"POINT(52.3782088,4.7998259)";4.7998259;52.3782088;
2244;"Iep";"Ulmus hollandica";2001;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"317471";"NW170";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8153861,52.3803565)";"POINT(52.3803565,4.8153861)";4.8153861;52.3803565;
2245;"Wilg";"Salix sepulcralis `Tristis`";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"318677";"NW171";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8082769,52.3744208)";"POINT(52.3744208,4.8082769)";4.8082769;52.3744208;
2246;"Linde";"Tilia tomentosa";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"326191";"NW172";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8101232,52.3643538)";"POINT(52.3643538,4.8101232)";4.8101232;52.3643538;
2247;"Linde";"Tilia tomentosa";1966;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"326192";"NW173";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8098819,52.3642546)";"POINT(52.3642546,4.8098819)";4.8098819;52.3642546;
2248;"Vleugelnoot";"Pterocarya fraxinifolia";1971;"";"> 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"369583";"NW174";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8277099,52.3823401)";"POINT(52.3823401,4.8277099)";4.8277099;52.3823401;
2249;"Es";"Fraxinus excelsior";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"369702";"NW175";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8325941,52.3758208)";"POINT(52.3758208,4.8325941)";4.8325941;52.3758208;
2250;"Es";"Fraxinus excelsior cv";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"369952";"NW176";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8307812,52.3822142)";"POINT(52.3822142,4.8307812)";4.8307812;52.3822142;
2251;"Vleugelnoot";"Pterocarya fraxinifolia";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"372168";"NW177";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8340561,52.3822829)";"POINT(52.3822829,4.8340561)";4.8340561;52.3822829;
2252;"Vleugelnoot";"Pterocarya fraxinifolia";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"372177";"NW178";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8339078,52.3823096)";"POINT(52.3823096,4.8339078)";4.8339078;52.3823096;
2253;"Vleugelnoot";"Pterocarya fraxinifolia";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"372184";"NW179";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8337462,52.3823363)";"POINT(52.3823363,4.8337462)";4.8337462;52.3823363;
2254;"Plataan";"Platanus xhispanica";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"372353";"NW180";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8274982,52.3816763)";"POINT(52.3816763,4.8274982)";4.8274982;52.3816763;
2255;"Eik";"Quercus frainetto";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"373089";"NW181";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8270018,52.3767745)";"POINT(52.3767745,4.8270018)";4.8270018;52.3767745;
2256;"Wilg";"Salix xsepulcralis `Chrysocoma`";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"373128";"NW182";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8230388,52.3742568)";"POINT(52.3742568,4.8230388)";4.8230388;52.3742568;
2257;"Eik";"Quercus frainetto";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"373843";"NW183";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8293841,52.3765189)";"POINT(52.3765189,4.8293841)";4.8293841;52.3765189;
2258;"Plataan";"Platanus xhispanica";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"374973";"NW184";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8273618,52.3807761)";"POINT(52.3807761,4.8273618)";4.8273618;52.3807761;
2259;"Plataan";"Platanus xhispanica";1971;"";"51 - 100 cm";"Beeldbepalende waarde";"Beeldbepalend";"374974";"NW185";"Beschermwaardige houtopstand";"HOUT_50MIN";"";"Ja";"";"POINT(4.8273928,52.3807036)";"POINT(52.3807036,4.8273928)";4.8273928;52.3807036;
